Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17855756,"Dust (Silo, #3)",Hugh Howey,"Howey, Hugh",,"=""1490904387""","=""9781490904382""",0,4.25,Broad Reach Publishing,Paperback,458,2013,2013,,2019/12/31,currently-reading,currently-reading (#4),currently-reading,,,,1,0
22609485,The Soul of an Octopus,Sy Montgomery,"Montgomery, Sy",,"=""1451697716""","=""9781451697711""",0,3.92,Atria Books,Hardcover,261,2015,2015,,2020/05/19,currently-reading,currently-reading (#3),currently-reading,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.29,Disney Hyperion Books,Paperback,377,2006,2005,2023/04/26,2013/06/22,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.45,Ecco,Hardcover,368,2022,2022,,2023/04/18,to-read,to-read (#165),to-read,,,,0,0
1130000,Ultimate High: My Everest Odyssey,Göran Kropp,"Kropp, Göran",David Lagercrantz,"=""156331830X""","=""9781563318306""",0,3.99,Discovery Books,Hardcover,240,1999,1997,2023/04/18,2022/11/04,,,read,,,,1,0
10567,Cell,Stephen King,"King, Stephen",,"=""1416524517""","=""9781416524519""",0,3.66,Pocket Star Books,Mass Market Paperback,449,2006,2006,2023/04/05,2023/03/20,,,read,,,,1,0
60149558,"Visual Thinking: The Hidden Gifts of People Who Think in Pictures, Patterns, and Abstractions",Temple Grandin,"Grandin, Temple",,"=""0593418360""","=""9780593418369""",0,3.67,Riverhead Books,Hardcover,352,2022,2022,,2023/03/21,to-read,to-read (#164),to-read,,,,0,0
7241373,For the Win,Cory Doctorow,"Doctorow, Cory",,"=""0765322161""","=""9780765322166""",0,3.80,Tor Teen,Hardcover,477,2010,2010,2023/03/20,2022/11/04,,,read,,,,1,0
52578860,"Humor, Seriously: Why Humor Is a Secret Weapon in Business and Life (And how anyone can harness it. Even you.)",Jennifer Aaker,"Aaker, Jennifer",Naomi Bagdonas,"=""0593135288""","=""9780593135280""",0,3.89,Currency,Hardcover,272,2021,2020,,2023/03/03,to-read,to-read (#163),to-read,,,,0,0
40605251,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",,"=""""","=""""",0,4.13,Ballantine Books,Kindle Edition,1009,2018,1982,,2023/02/10,currently-reading,currently-reading (#2),currently-reading,,,,1,0
18222694,Proof: The Science of Booze,Adam   Rogers,"Rogers, Adam",,"=""0547897960""","=""9780547897967""",0,3.92,Houghton Mifflin Harcourt,Hardcover,272,2014,2014,2023/02/10,2018/09/23,,,read,,,,1,0
35523006,The Tattooist of Auschwitz,Heather   Morris,"Morris, Heather",,"=""1760403172""","=""9781760403171""",0,4.29,Bonnier Publishing Australia,Paperback,277,2018,2018,2023/02/08,2022/12/13,,,read,,,,1,0
17704902,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital (ALA Notable Books for Adults),Sheri  Fink,"Fink, Sheri",,"=""0307718964""","=""9780307718969""",0,3.93,Crown,Hardcover,558,2013,2013,,2023/02/01,to-read,to-read (#162),to-read,,,,0,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,"=""1250250463""","=""9781250250469""",0,4.31,Swoon Reads,Hardcover,344,2020,2020,2023/02/01,2023/01/09,,,read,,,,1,0
55628986,Unwinding Anxiety: New Science Shows How to Break the Cycles of Worry and Fear to Heal Your Mind,Judson Brewer,"Brewer, Judson",,"=""0593330447""","=""9780593330449""",0,3.93,Avery,Hardcover,287,2021,2021,,2023/01/31,to-read,to-read (#161),to-read,,,,0,0
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""0330419129""","=""9780330419123""",0,4.00,Pan MacMillan,Paperback,400,2004,2003,2023/01/30,2022/10/31,,,read,,,,1,0
44139381,"Antisocial: Online Extremists, Techno-Utopians, and the Hijacking of the American Conversation",Andrew Marantz,"Marantz, Andrew",,"=""0525522263""","=""9780525522263""",0,4.22,Viking,Hardcover,400,2019,2019,,2023/01/30,to-read,to-read (#160),to-read,,,,0,0
36484703,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""""","=""""",0,3.88,Harvard Business Review Press,Kindle Edition,250,2018,,,2023/01/23,to-read,to-read (#159),to-read,,,,0,0
60479806,The Self-Talk Workout,Rachel Goldsmith Turow,"Turow, Rachel Goldsmith",,"=""""","=""9781611808483""",0,4.06,Shambhala,Paperback,240,2022,,,2023/01/16,to-read,to-read (#158),to-read,,,,0,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,New American Library,Mass Market Paperback,328,1950,1949,2023/01/06,2016/12/08,,,read,,,,1,0
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,"=""078685197X""","=""9780786851973""",0,4.09,Disney Hyperion,Paperback,444,2007,2006,2023/01/03,2011/10/09,,,read,,,,1,0
27485,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,"Perel, Esther",,"=""0060753633""","=""9780060753634""",0,4.17,Harper,Hardcover,272,2006,2006,,2022/12/30,to-read,to-read (#157),to-read,,,,0,0
55655032,How to Change: The Science of Getting from Where You Are to Where You Want to Be,Katy Milkman,"Milkman, Katy",Angela Duckworth,"=""059308375X""","=""9780593083758""",0,3.87,Portfolio,Hardcover,272,2021,2021,,2022/12/28,to-read,to-read (#156),to-read,,,,0,0
59833689,Imaginable: How to See the Future Coming and Feel Ready for Anything―Even Things That Seem Impossible Today,Jane McGonigal,"McGonigal, Jane",,"=""1954118090""","=""9781954118096""",0,4.13,Spiegel & Grau,Hardcover,432,2022,,,2022/12/27,to-read,to-read (#155),to-read,,,,0,0
53328332,Less Is More: How Degrowth Will Save the World,Jason Hickel,"Hickel, Jason","Kofi Klu, Rupert Read","=""1786091216""","=""9781786091215""",0,4.52,Windmill Books,Paperback,336,2021,2020,,2022/12/25,to-read,to-read (#154),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0593321200""","=""9780593321201""",0,4.25,Knopf,Hardcover,416,2022,2022,,2022/12/15,to-read,to-read (#153),to-read,,,,0,0
18222689,A Wolf Called Romeo,Nick Jans,"Jans, Nick",,"=""0547858191""","=""9780547858197""",0,4.16,Houghton Mifflin Harcourt,Hardcover,288,2014,2014,2022/12/15,2021/08/24,,,read,,,,1,0
33555224,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"Shusterman, Neal",,"=""1442472456""","=""9781442472457""",0,4.41,Simon & Schuster Books for Young Readers,Hardcover,504,2018,2018,,2022/12/13,to-read,to-read (#152),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.52,Ballantine Books,Hardcover,476,2021,2021,2022/12/07,2021/10/09,,,read,,,,1,0
34381254,An Unkindness of Ghosts,Rivers Solomon,"Solomon, Rivers",,"=""1617755885""","=""9781617755880""",0,3.98,Akashic Books,Paperback,351,2017,2017,2022/12/07,2022/12/07,,,read,,,,1,0
763952,The Voyage of the Narwhal,Andrea Barrett,"Barrett, Andrea",,"=""0393319504""","=""9780393319507""",0,3.90,W. W. Norton & Company,Paperback,416,1999,1998,,2022/11/04,to-read,to-read (#151),to-read,,,,0,0
502297,Blonde Indian: An Alaska Native Memoir (Volume 57) (Sun Tracks),Ernestine Hayes,"Hayes, Ernestine",,"=""0816525374""","=""9780816525379""",0,3.86,University of Arizona Press,Paperback,172,2006,2006,,2022/11/02,to-read,to-read (#150),to-read,,,,0,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,2022/10/31,2022/10/03,,,read,,,,1,0
32073021,Life After Google: The Fall of Big Data and the Rise of the Blockchain Economy,George Gilder,"Gilder, George",,"=""1621575764""","=""9781621575764""",0,3.56,Regnery Gateway,Hardcover,256,2018,2018,,2022/10/31,to-read,to-read (#149),to-read,,,,0,0
20662430,"Sand (The Sand Chronicles, #1)",Hugh Howey,"Howey, Hugh",,"=""009959515X""","=""9780099595151""",0,3.97,Random House,Paperback,372,2014,2014,,2022/10/28,to-read,to-read (#148),to-read,,,,0,0
6320534,Under the Dome,Stephen King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.91,Scribner,Hardcover,1074,2009,2009,,2022/10/28,to-read,to-read (#147),to-read,,,,0,0
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",0,3.75,Night Shade Books,Hardcover,359,2009,2009,,2022/10/28,to-read,to-read (#146),to-read,,,,0,0
24611819,The Peripheral (Jackpot #1),William Gibson,"Gibson, William",,"=""0425276236""","=""9780425276235""",0,3.91,Berkley,Paperback,485,2015,2014,,2022/10/28,to-read,to-read (#145),to-read,,,,0,0
61062194,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,Tom Felton,"Felton, Tom",,"=""1538741369""","=""9781538741368""",0,4.36,Grand Central Publishing,Hardcover,288,2022,2022,,2022/10/24,to-read,to-read (#144),to-read,,,,0,0
62725917,The Klamath Mountains: A Natural History,Michael Edward Kauffmann,"Kauffmann, Michael Edward",Justin Garwood,"=""194162409X""","=""9781941624098""",0,4.33,Backcountry Press,Hardcover,496,2022,,,2022/10/24,to-read,to-read (#143),to-read,,,,0,0
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",5,4.39,St. Martin's Press,Kindle Edition,435,2018,2018,2022/09/12,2022/09/03,,,read,,,,1,0
52483192,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,"=""1250217318""","=""9781250217318""",0,4.43,Tor Books,Paperback,396,2020,2020,,2022/09/03,to-read,to-read (#142),to-read,,,,0,0
26114430,What a Fish Knows: The Inner Lives of Our Underwater Cousins,Jonathan Balcombe,"Balcombe, Jonathan",,"=""0374288216""","=""9780374288211""",5,4.21,"Scientific American / Farrar, Straus and Giroux",Hardcover,304,2016,2016,2022/09/03,2019/08/30,,,read,,,,1,0
38746164,Seaweed Chronicles: A World at the Water’s Edge,Susan Hand Shetterly,"Shetterly, Susan Hand",,"=""1616205741""","=""9781616205744""",0,3.91,Algonquin Books,Hardcover,288,2018,2018,,2022/08/26,to-read,to-read (#141),to-read,,,,0,0
23215469,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,"Madison, Holly",,"=""0062372106""","=""9780062372109""",0,3.51,Dey Street Books,Paperback,352,2015,2015,,2022/08/23,to-read,to-read (#140),to-read,,,,0,0
6913830,Blind Descent: The Quest to Discover the Deepest Place on Earth,James M. Tabor,"Tabor, James M.",,"=""1400067677""","=""9781400067671""",0,3.72,Random House,Hardcover,286,2010,2010,,2022/08/21,to-read,to-read (#139),to-read,,,,0,0
30231750,"Deep Survival: Who Lives, Who Dies, and Why",Laurence Gonzales,"Gonzales, Laurence",,"=""0393353710""","=""9780393353716""",0,3.94,W. W. Norton & Company,Paperback,295,2017,1998,2022/08/19,2020/12/20,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",0,4.21,Tor Books,Hardcover,444,2020,2020,,2022/08/18,,,read,,,,1,0
25773791,Welcome to the Goddamn Ice Cube: Chasing Fear and Finding Home in the Great White North,Blair Braverman,"Braverman, Blair",,"=""""","=""""",0,3.81,Ecco,Hardcover,274,2016,2016,,2022/08/14,to-read,to-read (#138),to-read,,,,0,0
303880,The White Death: Tragedy and Heroism in an Avalanche Zone,McKay Jenkins,"Jenkins, McKay",,"=""0385720777""","=""9780385720779""",0,3.67,Anchor,Paperback,256,2001,2000,2022/08/02,2020/12/20,,,read,,,,1,0
18775337,Sally Ride: America's First Woman in Space,Lynn Sherr,"Sherr, Lynn",,"=""1476725764""","=""9781476725765""",0,4.13,Simon  Schuster,Hardcover,400,2014,2014,,2022/07/07,to-read,to-read (#137),to-read,,,,0,0
150731,Alan Turing: The Enigma,Andrew Hodges,"Hodges, Andrew",Douglas Hofstadter,"=""0802775802""","=""9780802775801""",0,3.74,Walker Books,Paperback,608,2000,1983,,2022/07/07,to-read,to-read (#136),to-read,,,,0,0
23848559,Furiously Happy: A Funny Book about Horrible Things,Jenny  Lawson,"Lawson, Jenny",,"=""1250077001""","=""9781250077004""",0,3.90,Flatiron Books,Hardcover,329,2015,2015,,2022/07/07,to-read,to-read (#135),to-read,,,,0,0
38180,On the Beach,Nevil Shute,"Shute, Nevil",,"=""""","=""""",0,3.96,House of Stratus,Paperback,296,2002,1957,,2022/06/30,to-read,to-read (#134),to-read,,,,0,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.18,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2022/05/22,to-read,to-read (#133),to-read,,,,0,0
30223025,"Dread Nation (Dread Nation, #1)",Justina Ireland,"Ireland, Justina",,"=""0062570609""","=""9780062570604""",0,4.14,Balzer + Bray,Hardcover,455,2018,2018,,2022/05/22,to-read,to-read (#132),to-read,,,,0,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2022/03/21,to-read,to-read (#131),to-read,,,,0,0
20901022,"You Don't Know JS: Scope and Closures (You Don't Know JS, #2)",Kyle Simpson,"Simpson, Kyle",,"=""1449335586""","=""9781449335588""",0,4.55,O'Reilly Media,Paperback,98,2014,2014,2022/01/19,2021/02/07,,,read,,,,1,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.39,Pearson,Paperback,464,2008,2007,,2021/12/21,to-read,to-read (#130),to-read,,,,0,0
10079321,"The Magician King (The Magicians, #2)",Lev Grossman,"Grossman, Lev",,"=""043402080X""","=""9780434020805""",0,3.92,William Heinemann,Paperback,548,2011,2011,2021/11/13,2021/09/07,,,read,,,,1,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",,"=""0143039989""","=""9780143039983""",0,3.82,Penguin Classics,Paperback,182,2006,1959,,2021/10/31,to-read,to-read (#129),to-read,,,,0,0
33865597,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""""","=""""",0,3.89,Yearling Adventure,Paperback,270,2016,2003,2021/10/24,2021/10/17,,,read,,,,1,0
8811139,"Light (Gone, #6)",Michael  Grant,"Grant, Michael",,"=""0061449180""","=""9780061449185""",0,4.36,Katherine Tegen Books,Hardcover,411,2013,2013,2021/10/19,2014/01/05,,,read,,,,1,0
39280445,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,"=""1250069823""","=""9781250069825""",0,3.54,Flatiron Books,Hardcover,453,2018,2018,,2021/09/15,to-read,to-read (#128),to-read,,,,0,0
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,"=""0316228532""","=""9780316228534""",5,3.30,"Little, Brown and Company",Hardcover,503,2012,2012,2021/09/14,2020/12/19,,,read,,,,1,0
13353667,"Zoo (Zoo, #1)",James Patterson,"Patterson, James",Michael Ledwidge,"=""1846058295""","=""9781846058295""",4,3.50,Century,Hardcover,395,2012,2012,2019/01/23,2018/09/23,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.23,Crown Publishers,Hardcover,374,2011,2011,2019/06/18,2018/04/05,,,read,,,,2,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",3,4.00,Anchor Books,Paperback,203,1997,1996,2019/09/12,2018/12/14,,,read,,,,1,0
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,"=""0307279464""","=""9780307279460""",5,4.06,Anchor,Mass Market Paperback,397,2006,1998,2019/09/12,2019/09/12,,,read,,,,1,0
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",5,4.14,Dey Street Books,Hardcover,303,2014,2014,2019/09/25,2018/09/23,,,read,,,,1,0
15860,State of Fear,Michael Crichton,"Crichton, Michael",,"=""""","=""""",5,3.70,Avon,Mass Market Paperback,672,2005,2004,2019/10/27,2019/09/12,,,read,,,,1,0
31554413,"The Boy on the Bridge (The Girl With All the Gifts, #2)",M.R. Carey,"Carey, M.R.",,"=""0316300330""","=""9780316300339""",5,3.96,Orbit,ebook,369,2017,2017,2019/12/13,2018/06/30,,,read,,,,1,0
17235026,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",5,3.95,Orbit ,Paperback,461,2014,2014,,2019/12/12,,,read,,,,1,0
17306293,"Shift (Silo, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.12,Broad Reach Publishing,Kindle Edition,579,2013,2013,2019/12/30,2018/07/28,,,read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5,4.23,Anchor Books,Paperback,368,1999,1997,2020/01/19,2018/12/14,,,read,,,,1,0
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",5,4.31,Starscape,Paperback,469,2002,1999,2020/05/19,2014/01/02,,,read,,,,2,0
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",4,3.53,Viking,Hardcover,402,2009,2009,2020/05/24,2020/05/20,,,read,,,,1,0
24036,The Last Dive: A Father and Son's Fatal Descent into the Ocean's Depths,Bernie Chowdhury,"Chowdhury, Bernie",,"=""0060932597""","=""9780060932596""",5,4.05,Harper Perennial,Paperback,384,2002,2000,2020/05/24,2020/04/12,,,read,,,,1,0
7661,Next,Michael Crichton,"Crichton, Michael",,"=""0060872985""","=""9780060872984""",5,3.52,Harper,Hardcover,431,2006,2006,2020/06/04,2020/06/04,,,read,,,,1,0
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",5,4.00,Scribner,Hardcover,561,2018,2018,2020/06/28,2020/04/12,,,read,,,,1,0
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,"=""0062268341""","=""9780062268341""",5,3.84,Dey St.,Hardcover,329,2014,2014,2020/08/10,2020/08/09,,,read,,,,1,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",3,4.16,Viking,Hardcover,480,2008,2005,2020/12/02,2020/06/04,,,read,,,,1,0
22451553,"Deep: Freediving, Renegade Science, and What the Ocean Tells Us About Ourselves",James Nestor,"Nestor, James",,"=""""","=""""",5,4.45,Mariner Books,Kindle Edition,285,2014,2014,2020/12/05,2020/06/05,,,read,,,,1,0
688191,"Everlost (Skinjacker, #1)",Neal Shusterman,"Shusterman, Neal",,"=""0689872372""","=""9780689872372""",4,3.96,Simon & Schuster Books for Young Readers,Hardcover,320,2006,2006,2020/12/22,2014/01/05,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",5,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,2020/12/28,2019/06/09,,,read,,,,1,0
132384,Once Upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,"Garner, James Finn",,"=""0028604199""","=""9780028604190""",4,3.67,Macmillan Publishing Company,Paperback,165,1995,1995,2021/02/16,2021/02/13,,,read,,,,1,0
68146,The Swarm,Frank Schatzing,"Schatzing, Frank",,"=""0060813261""","=""9780060813260""",0,4.09,Regan Books,Hardcover,881,2006,2004,2021/04/12,2020/12/06,,,read,,,,1,0
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",5,4.15,Riverhead Books,Hardcover,308,2019,2019,2021/05/04,2021/04/05,,,read,,,,1,0
13446642,The Ultimate Beginner's Running Guide: The Key to Running Inspired,Ryan Robert,"Robert, Ryan",,"=""""","=""""",4,3.66,,Kindle Edition,138,2012,2012,2021/05/06,2021/01/01,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.41,Crown,Hardcover,384,2014,2011,2021/05/17,2018/07/08,,,read,,,,1,0
552665,The Worst-Case Scenario Survival Handbook,Joshua Piven,"Piven, Joshua",David Borgenicht,"=""0811825558""","=""9780811825559""",5,3.62,Chronicle Books,Paperback,176,1999,1999,2021/05/20,2021/05/18,,,read,,,,1,0
121410,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,"Callahan, Steven",,"=""0618257322""","=""9780618257324""",4,4.13,Mariner Books,Paperback,344,2002,1986,2021/08/11,2018/12/14,,,read,,,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""""","=""""",5,3.51,"Little, Brown",Hardcover,343,2016,2016,2021/08/12,2017/06/22,,,read,,,,1,0
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",3,4.08,Collins,Hardcover,277,2016,2016,2021/08/24,2020/06/26,,,read,,,,1,0
52129515,Untamed,Glennon Doyle,"Doyle, Glennon",Glennon Doyle Melton,"=""1984801252""","=""9781984801258""",3,4.00,The Dial Press,Hardcover,333,2020,2020,2021/08/28,2020/06/27,,,read,,,,2,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",5,3.93,Seal Books,Paperback,460,2006,2001,2021/09/01,2021/08/28,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.88,Penguin Books,Paperback,103,2002,1937,,2016/12/08,,,read,,,,1,0
8532187,"Kook: What Surfing Taught Me About Love, Life, and Catching the Perfect Wave",Peter Heller,"Heller, Peter",,"=""1439171815""","=""9781439171813""",0,3.79,Free Press,ebook,336,2010,2010,,2021/08/26,to-read,to-read (#127),to-read,,,,0,0
56098122,The Guide,Peter Heller,"Heller, Peter",,"=""0525657762""","=""9780525657767""",0,3.64,Alfred A. Knopf,Hardcover,257,2021,2021,,2021/08/26,to-read,to-read (#126),to-read,,,,0,0
55723020,Dopamine Nation: Finding Balance in the Age of Indulgence,Anna Lembke,"Lembke, Anna",,"=""1524746738""","=""9781524746735""",0,3.93,Dutton Books,Unknown Binding,305,2021,2021,,2021/08/26,to-read,to-read (#125),to-read,,,,0,0
238405,The Grizzly Maze: Timothy Treadwell's Fatal Obsession with Alaskan Bears,Nick Jans,"Jans, Nick",,"=""0452287359""","=""9780452287358""",0,3.77,Plume,Paperback,304,2006,2005,,2021/08/24,to-read,to-read (#124),to-read,,,,0,0
41044096,Island of the Blue Dolphins,Scott O'Dell,"O'Dell, Scott",,"=""""","=""""",0,3.86,HMH Books for Young Readers,Kindle Edition,194,2010,1960,,2021/05/17,,,read,,,,1,0
52905471,Why We Swim,Bonnie Tsui,"Tsui, Bonnie",,"=""1616207868""","=""9781616207861""",0,3.97,Algonquin Books,Hardcover,288,2020,2020,,2021/04/10,to-read,to-read (#123),to-read,,,,0,0
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",0,4.14,Dey Street Books,Hardcover,64,2015,2015,,2021/04/05,currently-reading,currently-reading (#1),currently-reading,,,,1,0
227789,The Wives of Bath,Susan   Swan,"Swan, Susan",,"=""1862071373""","=""9781862071377""",0,3.42,Granta Books,Paperback,256,1998,1993,,2021/02/14,to-read,to-read (#122),to-read,,,,0,0
25136217,You Don't Know JS: Up & Going,Kyle Simpson,"Simpson, Kyle",,"=""1491924411""","=""9781491924419""",0,4.34,"O'Reilly Media, Inc.",ebook,72,2015,2015,2021/02/08,2021/02/07,,,read,,,,1,0
23214265,The Biology of Desire: Why Addiction Is Not a Disease,Marc  Lewis,"Lewis, Marc",,"=""1610394372""","=""9781610394376""",0,4.10,PublicAffairs,Hardcover,256,2015,2015,,2021/01/07,to-read,to-read (#121),to-read,,,,0,0
64895,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,"Kurlansky, Mark",,"=""0099268701""","=""9780099268703""",0,3.92,Vintage/Ebury,Paperback,294,1999,1997,,2020/12/22,to-read,to-read (#120),to-read,,,,0,0
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"Brown, Daniel James",,"=""067002581X""","=""9780670025817""",0,4.37,Viking,Hardcover,404,2013,2013,,2020/12/22,to-read,to-read (#119),to-read,,,,0,0
